Id,Cyberbullying,Insult,Profanity,Sarcasm,Threat,Exclusion,Pornography,Spam
'1132765566026932225,0,0,0,0,0,0,0,0
'1135035783616901125,0,0,1,0,0,0,0,0
'1132743859988062208,0,1,1,0,0,0,0,0
'1132730164603969541,0,0,1,0,0,0,0,0
'1133872584234295297,1,1,1,0,0,0,0,0
'1132734822462427136,0,0,0,0,0,0,0,0
'1132685667090161664,0,0,0,0,0,0,0,0
'1132729120293437440,0,0,1,0,0,0,0,0
'1132766102176567297,0,0,1,0,0,0,1,1
'1132715598901915648,0,0,1,0,0,0,1,1
'1132715088660631553,1,1,1,0,0,0,0,0
'1132993352771809280,0,0,0,0,0,0,0,0
'1132693413386706952,0,0,1,0,0,0,0,0
'1134441742395219969,0,0,1,0,0,0,1,1
'1132857732770361345,1,1,1,0,0,0,0,0
'1134523031999696896,0,0,1,0,0,0,0,0
'1133416874035646465,0,0,0,0,0,0,0,0
'1133143403779297282,0,1,1,0,0,0,0,0
'1135024837842259969,0,0,1,0,0,0,1,1
'1132764560472125442,0,0,1,0,0,0,0,0
'1132829624466104320,0,0,0,0,0,0,0,0
'1134904258611036160,0,0,0,0,0,0,0,0
'1132735228819193857,0,0,0,0,0,0,0,0
'1132686502347960320,0,0,1,0,0,0,0,0
'1132993235855597568,0,0,1,0,0,0,0,0
'1135159736855388162,0,0,1,0,0,0,0,0
'1134526002443542530,0,1,1,0,0,0,0,0
'1132950921908871168,0,0,1,0,0,0,0,0
'1132767308831764488,0,0,1,0,0,0,1,0
'1132928611831304193,0,0,1,0,0,0,1,1
'1133389191952392192,0,0,1,0,0,0,1,1
'1133434228241252352,0,0,1,0,0,0,1,0
'1132734792670294017,0,0,0,0,0,0,0,0
'1133076224547274752,0,0,1,0,0,0,1,1
'1133119588286324743,0,0,1,0,0,0,0,0
'1132735526769897472,0,0,0,0,0,0,0,0
'1132684813897555968,0,0,0,0,0,0,0,0
'1132726257387495424,0,0,0,0,0,0,0,0
'1133145867060502529,0,0,1,0,0,0,0,0
'1132856905020399616,0,1,1,0,0,0,0,0
'1132692121415290880,0,1,1,0,0,0,1,1
'1132854822602850304,0,1,1,0,0,0,1,1
'1132685682558853120,0,0,0,0,0,0,0,0
'1132704093418545152,0,0,1,0,0,0,0,0
'1132858300486291457,0,0,0,0,0,0,0,0
'1132686460912623616,1,1,1,0,0,0,0,0
'1132766186675081218,0,0,1,0,0,0,1,1
'1132957206465437696,0,1,1,0,0,0,0,0
'1133601273545150464,0,0,1,0,0,0,1,1
'1135200820671254529,0,1,1,0,0,0,1,1
'1132851773499236354,0,0,0,0,0,0,0,0
'1132686195778048000,0,0,1,0,0,0,0,0
'1132992358876884992,0,0,1,0,0,0,0,0
'1134409764178472960,0,0,0,0,0,0,0,0
'1132900894629085184,0,1,1,0,0,0,1,1
'1132703038718861318,0,1,1,0,0,0,0,0
'1132722798034673665,0,0,1,0,0,0,1,1
'1132855863465730049,0,1,1,0,0,0,0,0
'1133450316450533378,0,0,1,0,0,0,1,1
'1134514214289203201,0,0,1,0,0,0,0,0
'1132722688756244485,0,0,1,0,0,0,0,0
'1132693416205271040,0,0,1,0,0,0,0,0
'1132693090618224640,0,0,1,0,0,0,0,0
'1132727161742352385,0,0,1,0,0,0,0,0
'1135032828478074881,0,1,1,0,0,0,0,0
'1132730831913533440,0,0,0,0,0,0,0,0
'1135022143580889088,0,0,1,0,0,0,0,0
'1132692393059340288,0,1,1,0,0,0,0,0
'1132703675191898112,0,1,1,0,0,0,0,0
'1132991932723077121,0,0,0,0,0,0,0,0
'1133411000059867136,0,0,1,0,0,0,1,0
'1132702164885889024,0,1,1,0,0,0,0,0
'1132729989353353216,0,0,1,0,0,0,0,0
'1133395926809239554,0,0,1,0,0,0,1,0
'1135198496699625472,0,0,1,0,0,0,1,1
'1133467371564392448,0,0,0,0,0,0,0,0
'1133025909857017857,0,0,0,0,0,0,0,0
'1133399500863594496,0,0,1,0,0,0,1,1
'1133453366011617280,0,0,1,0,0,0,1,1
'1134516494526754816,1,1,1,0,0,0,0,0
'1133347714836717569,1,1,1,0,0,0,0,0
'1132843560808656896,0,0,1,0,0,0,0,0
'1132713672445386752,0,0,0,0,0,0,0,0
'1132723456095580160,0,1,1,0,0,0,0,0
'1133881054027223041,0,0,1,0,0,0,0,0
'1132714411712495617,0,0,0,0,0,0,0,0
'1134448967364874241,0,1,0,1,0,0,0,0
'1132713265136406529,0,0,0,0,0,0,0,0
'1132702018022199296,0,1,1,0,0,0,1,1
'1133409922442510336,0,0,0,0,0,0,0,0
'1133857762679709697,0,1,1,0,0,0,0,0
'1133574225875353600,0,1,1,0,0,0,1,1
'1134877925814263808,0,0,1,0,0,0,0,0
'1135196409928572928,0,1,1,0,0,0,0,0
'1132693582077255680,0,0,1,0,0,0,0,0
'1132856523569418241,0,1,1,0,0,0,1,1
'1133195273948151808,0,0,1,0,0,0,0,0
'1132901098090422272,0,1,1,0,0,0,0,0
'1132994975598141440,1,1,1,0,0,0,0,0
'1132830114734125056,0,0,1,0,0,0,0,0
'1135139210799865856,0,0,1,0,0,0,1,1
'1133184391201484800,0,0,1,0,0,0,1,1
'1132715802136854528,0,0,1,0,0,0,1,1
'1133025140764282880,0,0,1,0,0,0,0,0
'1133860348711251968,0,0,0,0,0,0,0,0
'1132763604514746368,0,0,1,0,0,0,0,0
'1132766404648800256,0,0,1,0,0,0,1,1
'1133418675992764416,0,1,1,0,0,0,0,0
'1133322536375246853,0,0,1,0,0,0,0,0
'1133450744131182593,0,0,1,0,0,0,0,0
'1132852777477115910,0,1,1,0,0,0,0,0
'1133391018185957376,0,1,1,0,0,0,1,1
'1132686501119189001,1,1,1,0,0,0,0,0
'1135198450100736001,0,1,1,0,0,0,0,0
'1133469324327378945,0,0,1,0,0,0,0,0
'1133470062667546625,0,0,1,0,0,0,1,1
'1133307643601268736,0,0,1,0,0,0,0,0
'1132731289314840576,0,0,1,0,0,0,1,1
'1135120196883165185,0,1,1,0,0,0,1,1
'1135201162691567616,0,1,1,0,0,0,1,1
'1133450299518214146,0,0,1,0,0,0,0,0
'1132751145410146304,1,1,1,0,0,0,0,0
'1132926329806999552,0,0,1,0,0,0,0,0
'1132857224274022400,0,1,1,0,0,0,0,0
'1135152614461661185,0,0,0,0,0,0,0,0
'1132727847909449728,0,0,1,0,0,0,0,0
'1133434115796213761,0,0,1,0,0,0,1,1
'1132702585582948352,0,1,1,0,0,0,1,1
'1133393523091419136,0,0,1,0,0,0,1,0
'1132940067171962880,0,1,1,0,0,0,0,0
'1135200908206399489,0,1,1,0,0,0,0,0
'1133429765174714368,0,0,1,0,0,0,1,0
'1133474326341214208,0,0,0,0,0,0,0,0
'1132692092025753601,0,1,1,0,0,0,0,0
'1132716755380580354,0,0,1,0,0,0,0,0
'1133441554700488705,0,0,1,0,0,0,1,1
'1133435657685217281,0,0,1,0,0,0,1,1
'1132702010761990146,0,0,0,0,0,0,0,0
'1132852418281136130,0,1,1,0,0,0,0,0
'1132693088147664896,0,0,1,0,0,0,0,0
'1133408678151970818,0,0,1,0,0,0,1,1
'1132684887503310848,0,0,1,0,0,0,0,0
'1132685432062398466,0,0,0,0,0,0,0,0
'1135195170713100290,0,1,1,0,0,0,1,1
'1132686133475725313,0,0,1,0,0,0,0,0
'1132693544584536065,0,0,1,0,0,0,0,0
'1133412699637870592,0,1,1,0,0,0,0,0
'1133389750063247360,0,0,1,0,0,0,1,1
'1133798922139394048,0,0,1,0,0,0,0,0
'1132992199677734913,0,0,0,0,0,0,0,0
'1132723898074640384,0,0,1,0,0,0,0,0
'1133575703369117697,0,0,1,0,0,0,1,1
'1133465544382980098,0,0,1,0,0,0,1,1
'1132692165669412865,0,0,1,0,0,0,0,0
'1132941647959007232,0,0,1,0,0,0,1,0
'1132727377409323011,0,0,1,0,0,0,0,0
'1134423758549049344,0,0,1,0,0,0,0,1
'1132692243125604352,0,0,1,0,0,0,0,0
'1132850457595060224,0,1,1,0,0,0,0,0
'1135024345607299077,1,1,1,0,0,0,0,0
'1132693544110395392,0,0,0,0,0,0,0,0
'1132704042482896897,0,0,1,0,0,0,0,0
'1135122913718177793,0,0,0,0,0,0,1,0
'1135021351490719749,0,0,1,0,0,0,0,0
'1132764687718916096,0,1,1,0,0,0,0,0
'1133403595104292866,0,0,1,0,0,0,1,1
'1132990769747419137,0,0,1,0,0,0,0,0
'1133370881756061696,0,0,1,0,0,0,0,0
'1132766305809969152,0,0,1,0,0,0,0,0
'1132734907724247040,0,0,1,0,0,0,0,0
'1133451879906775041,0,0,1,0,0,0,0,0
'1133453723521490944,0,0,1,0,0,0,0,0
'1133421157720514561,0,1,1,0,0,0,0,0
'1132947662523650050,0,1,1,0,0,0,1,1
'1133420769449512960,0,0,1,0,0,0,1,1
'1132715141903114240,0,0,1,0,0,0,0,0
'1133580954361094147,0,0,1,0,0,0,1,1
'1132713608679514113,0,0,1,0,0,0,0,0
'1133920550949048320,0,0,0,0,0,0,0,0
'1132764658945986565,0,0,1,0,0,0,0,0
'1133453095801884673,0,0,1,0,0,0,1,1
'1133440337718988800,0,0,0,0,0,0,1,1
'1133605610069647360,0,0,1,0,0,0,0,0
'1132994489310732288,0,0,1,0,0,0,0,0
'1133059108746289160,0,0,1,0,0,0,0,0
'1132693270323236864,0,0,0,0,0,0,0,0
'1134431426294796288,0,0,1,0,0,0,0,0
'1133570029067415554,0,0,0,0,0,0,0,0
'1133911015530336262,0,0,1,0,0,0,0,0
'1133397089457725440,0,0,1,0,0,0,1,1
'1135023347098628096,1,1,1,0,0,0,0,0
'1133397252012204032,0,0,1,0,0,0,1,1
'1132685450517327877,0,1,1,0,0,0,1,1
'1135195650407247873,0,1,1,0,0,0,0,0
'1132727568715718657,0,0,1,0,0,0,0,0
'1132854964823482368,0,1,1,0,0,0,0,0
'1133432450405883907,0,0,1,0,0,0,1,0
'1132686188966502401,0,0,0,0,0,0,0,0
'1133240505616093184,0,0,1,0,0,0,0,0
'1133836532740182018,1,1,1,0,0,0,0,0
'1132714275821088768,0,1,1,0,0,0,0,0
'1132990361662631936,0,0,1,0,0,0,0,0
'1132858699138125826,0,1,1,0,0,0,1,1
'1132723407399923713,0,0,1,0,0,0,0,0
'1135111574291656705,0,1,1,0,0,0,1,1
'1133048711477714945,0,0,1,0,0,0,0,0
'1132703434413674496,0,1,1,0,0,0,0,0
'1132686267911684098,0,0,1,0,0,0,0,0
'1133279809184894978,0,0,1,0,0,0,1,1
'1132693248198291456,0,0,1,0,0,0,0,0
'1132724666248957953,0,0,1,0,0,0,0,0
'1134512837857087488,1,1,1,0,0,0,0,0
'1132732785272217601,0,0,1,0,0,0,0,0
'1132714105293418496,0,0,1,0,0,0,0,0
'1132716006579875841,0,0,0,0,0,0,0,0
'1132994375187877891,0,0,1,0,0,0,0,0
'1135027444514205696,1,0,1,0,0,0,0,0
'1135053802501861376,0,0,1,0,0,0,0,0
'1133112381960327168,0,0,1,0,0,0,1,1
'1132714656949313536,0,0,1,0,0,0,0,0
'1135077166608199680,0,0,1,0,0,0,0,0
'1132835690339885057,0,0,1,0,0,0,0,0
'1133451961267892231,0,0,1,0,0,0,0,0
'1133356987545194497,0,0,1,0,0,0,0,0
'1132856601210216449,1,1,1,0,0,0,0,0
'1134307856914665474,0,0,1,0,0,0,0,0
'1133381719342624768,0,0,1,0,0,0,0,0
'1132988767810326529,0,0,1,0,0,0,0,0
'1132685670911078401,0,0,0,0,0,0,0,0
'1132724977835413505,0,0,1,0,0,0,0,0
'1133074842608164864,0,0,1,0,0,0,0,0
'1133239111349874688,0,1,1,0,0,0,1,1
'1132990192053301250,0,0,1,0,0,0,0,0
'1132685632445308928,0,0,1,0,0,0,1,0
'1135038642672394240,0,1,1,0,0,0,1,1
'1132716540275466240,0,1,1,0,0,0,0,0
'1133868139018506240,0,0,1,0,0,0,0,0
'1132732066964090880,0,0,1,0,0,0,0,0
'1132856461426667520,0,0,0,0,0,0,0,0
'1132692667169558528,0,0,1,0,0,0,0,0
'1132685723428171777,0,0,0,0,0,0,0,0
'1132733923002396673,0,0,1,0,0,0,0,0
'1135166730555273216,0,1,1,0,0,0,0,0
'1133093083942457344,0,0,1,0,0,0,1,1
'1133470064106250243,0,0,1,0,0,0,0,0
'1133417781649661954,0,1,1,0,0,0,0,0
'1133416963533934592,0,0,1,0,0,0,1,1
'1134520687538921473,0,0,1,0,0,0,0,0
'1132731443925401602,0,0,0,0,0,0,0,0
'1133418551207899136,0,0,0,0,0,0,0,0
'1133164469159366656,0,0,1,0,0,0,1,1
'1133385833262780418,0,0,1,0,0,0,1,1
'1132693286915858432,0,0,1,0,0,0,0,0
'1132703019018194944,0,0,1,0,0,0,0,0
'1133376062346465280,0,0,1,0,0,0,0,0
'1132686702814875648,0,0,1,0,0,0,0,0
'1135200073963495424,0,0,1,0,0,0,0,0
'1135127927501283329,0,0,1,0,0,0,1,1
'1132702961870802944,0,0,1,0,0,0,0,0
'1132853655453949952,0,0,1,0,0,0,0,0
'1133864360823201798,0,0,0,0,0,0,0,0
'1133302727180554240,0,1,1,0,0,0,0,0
'1132703237423947776,1,1,1,0,0,0,0,0
'1132854921538232320,0,0,1,0,0,0,0,0
'1132685536429264898,0,0,0,0,0,0,0,0
'1133386151711186945,0,0,1,0,0,0,1,1
'1132692165195386880,0,1,1,0,0,0,1,1
'1132692076284534784,0,0,1,0,0,0,0,0
'1133420605930389506,0,1,1,0,0,0,0,0
'1134507864402341889,0,0,1,0,0,0,0,0
'1132769771563487233,0,0,1,0,0,0,0,0
'1132840091565428736,0,0,1,0,0,0,0,0
'1132842620122783754,0,0,1,0,0,0,0,0
'1133139474433609728,0,1,1,0,0,0,0,0
'1135138730409250819,0,0,0,0,0,0,0,0
'1132732464038912000,0,0,0,0,0,0,0,0
'1132733638125195265,0,0,0,0,0,0,0,0
'1132914556362199040,0,0,1,0,0,0,1,1
'1132703284584751104,0,1,1,0,0,0,1,1
'1133433477792227328,0,0,1,0,0,0,1,0
'1132751210304409600,1,1,1,0,0,0,0,0
'1135042205117177856,0,1,1,0,0,0,0,0
'1132714735902822401,0,0,1,0,0,0,0,0
'1132835107709095937,0,0,1,0,0,0,0,0
'1132853427330048005,0,0,1,0,0,0,1,1
'1133212990218616832,1,1,1,0,0,0,0,0
'1132905207367688192,0,0,1,0,0,0,1,1
'1133404793349791744,0,0,1,0,0,0,1,1
'1132702134707687424,1,1,1,0,0,0,0,0
'1132722891974479873,0,0,1,0,0,0,0,0
'1132685994275139585,0,0,0,0,0,0,0,0
'1133576164021362693,0,0,1,0,0,0,1,1
'1135197799878934529,0,0,1,0,0,0,1,1
'1132716891221286912,0,0,1,0,0,0,0,0
'1133447799369084928,0,0,1,0,0,0,0,0
'1133129194911805440,0,0,1,0,0,0,0,0
'1133276832609054720,0,0,1,0,0,0,1,1
'1132725472096346112,0,0,0,0,0,0,0,0
'1132990912441851904,0,0,1,0,0,0,0,0
'1133262635036827650,1,1,1,0,0,0,0,0
'1133263919794016256,1,1,1,0,0,0,0,0
'1133228473961582592,0,0,1,0,0,0,0,0
'1132702944267313158,0,0,0,0,0,0,0,0
'1132715217920696322,0,0,1,0,0,0,0,0
'1133396714038210560,0,0,1,0,0,0,0,0
'1132685942106537984,0,0,0,0,0,0,0,0
'1133326995402698758,0,0,1,0,0,0,1,1
'1133448365759500288,0,0,1,0,0,0,1,1
'1133332690571354113,0,0,0,0,0,0,0,0
'1133827466173325312,1,1,1,0,0,0,0,0
'1134391015891038215,0,0,0,0,0,0,0,0
'1132821498727501824,0,0,1,0,0,0,0,0
'1132736091721748493,0,0,0,0,0,0,0,0
'1135198685527191552,0,0,1,0,0,0,0,0
'1132732224904863745,0,0,1,0,0,0,0,0
'1133121729965039616,0,0,1,0,0,0,0,0
'1134504963386818560,0,0,1,0,0,0,0,0
'1132686322139881475,0,0,1,0,0,0,0,0
'1133469065517965313,0,0,1,0,0,0,1,1
'1135024514507706369,0,1,1,0,0,0,0,0
'1133286057330466817,1,1,1,0,0,0,0,0
'1132826215310663680,0,0,1,0,0,0,1,0
'1132685430879641600,0,0,0,0,0,0,0,0
'1132702949027852288,0,0,1,0,0,0,0,0
'1133468814623072257,0,0,1,0,0,0,1,1
'1133592917195595776,0,0,1,0,0,0,1,1
'1133580836945707011,0,0,1,0,0,0,1,1
'1132764325314273280,0,0,1,0,0,0,0,0
'1134515942610939904,0,0,1,0,0,0,1,1
'1135201712359297029,0,1,1,0,0,0,0,0
'1134196903774752770,0,1,1,0,0,0,1,1
'1133022115538432000,0,0,1,0,0,0,0,0
'1132731952375767040,0,0,1,0,0,0,0,0
'1134508515949719553,0,0,1,0,0,0,0,0
'1132841286011166726,0,0,1,0,0,0,0,0
'1132993218889572352,0,0,1,0,0,0,0,0
'1132692873911177218,0,0,1,0,0,0,0,0
'1132713312716808193,0,0,1,0,0,0,0,0
'1133450882681528320,0,0,1,0,0,0,1,1
'1132991971163811841,0,0,1,0,0,0,0,0
'1132745935774134273,0,1,1,0,0,0,0,0
'1132845828266221568,0,0,1,0,0,0,0,0
'1133397284132196352,0,0,1,0,0,0,1,1
'1132994290043326465,0,0,1,0,0,0,0,0
'1132842311715631105,0,0,1,0,0,0,0,0
'1134522543208095746,1,1,1,0,0,0,0,0
'1132733900415856640,0,0,1,0,0,0,0,0
'1133283924392730624,0,0,1,0,0,0,0,0
'1132764059642687489,0,0,1,0,0,0,0,0
'1132764781654564864,0,0,1,0,0,0,0,0
'1134517126927147008,1,1,1,0,0,0,0,0
'1133479463805706240,0,0,1,0,0,0,0,0
'1132715136181972993,0,0,1,0,0,0,0,0
'1132851809683476480,0,0,1,0,0,0,1,1
'1132910894474813440,0,0,0,0,0,0,0,0
'1135035303280775168,0,0,1,0,0,0,0,0
'1132736041151062018,0,0,1,0,0,0,0,0
'1132726485205377025,0,0,0,0,0,0,0,0
'1132692458981199872,0,0,1,0,0,0,0,0
'1133820440051367938,1,1,1,0,0,0,0,0
'1135197230548344832,0,1,1,0,0,0,0,0
'1134506206100373505,0,0,1,0,0,0,0,0
'1133181088011046913,0,1,1,0,0,0,0,0
'1135038257287245825,0,0,1,0,0,0,0,0
'1133398875358859267,0,0,1,0,0,0,1,1
'1134501892741062656,1,1,1,0,0,0,0,0
'1132988364322463744,0,0,1,0,0,0,0,0
'1132692383693508609,0,0,1,0,0,0,0,0
'1134513296290320384,0,0,1,0,0,0,1,1
'1134507789982863360,0,0,1,0,0,0,0,0
'1133397520535699457,0,0,1,0,0,0,1,1
'1132686562104401927,0,0,1,0,0,0,0,0
'1132859791494135809,0,1,1,0,0,0,1,1
'1132766360205848576,0,0,1,0,0,0,0,0
'1132856202738561024,0,1,1,0,0,0,0,0
'1132702692562886656,0,0,1,0,0,0,0,0
'1135132595568676864,0,0,1,0,0,0,1,1
'1133391992552079360,0,0,1,0,0,0,1,0
'1132729865650630656,0,0,1,0,0,0,0,0
'1134525529636462595,0,1,1,0,0,0,0,0
'1133332924487675905,0,0,1,0,0,0,0,0
'1132723376437583880,0,0,1,0,0,0,0,0
'1133573828653846529,0,0,1,0,0,0,1,1
'1132734319385022464,0,0,1,0,0,0,1,1
'1133858477539880960,1,1,1,0,0,0,0,0
'1135026701799501825,0,0,1,0,0,0,0,0
'1132727199763705857,0,0,1,0,0,0,0,0
'1133393358553063425,0,0,1,0,0,0,1,1
'1132740762834219008,0,1,1,0,0,0,0,0
'1132990248005328896,0,0,1,0,0,0,0,0
'1133448830647595008,0,0,0,0,0,0,0,0
'1133459335932203008,0,0,1,0,0,0,0,0
'1132757214576414720,0,0,1,0,0,0,1,1
'1133343030189146112,0,0,1,0,0,0,1,1
'1132992392716595201,0,0,1,0,0,0,0,0
'1133835594172444672,0,1,1,0,0,0,0,0
'1132693461751275522,0,0,1,0,0,0,0,0
'1132714942006743040,0,0,1,0,0,0,0,0
'1132765005923930113,0,0,1,0,0,0,1,0
'1133418263218597888,0,0,0,0,0,0,0,0
'1132723108975194115,0,0,1,0,0,0,0,0
'1132980339255762944,0,0,0,0,0,0,0,0
'1132692165036040200,0,0,1,0,0,0,0,0
'1132693216527097857,0,0,0,0,0,0,0,0
'1134783175551533056,0,0,0,0,0,0,0,0
'1133407912364261376,0,1,1,0,0,0,1,1
'1133129783439777796,0,0,1,0,0,0,0,0
'1132692564543508487,1,1,1,0,0,0,0,0
'1132716220065697797,0,0,1,0,0,0,0,0
'1132716549075161089,0,0,1,0,0,0,0,0
'1133419783423180800,0,0,1,0,0,0,1,1
'1132726902668627970,0,0,0,0,0,0,0,0
'1132845864534384641,0,0,0,0,0,0,0,0
'1132727960493072384,0,0,1,0,0,0,0,0
'1132702535880445957,0,1,1,0,0,0,0,0
'1132684836374753282,0,0,0,0,0,0,0,0
'1132766987082452992,0,1,1,0,0,0,1,1
'1133382088240062465,0,0,0,0,0,0,0,0
'1133440179761496069,0,0,1,0,0,0,0,0
'1134824245828210694,0,0,0,0,0,0,1,1
'1135199777505701888,1,1,1,0,0,0,0,0
'1132702696740286464,0,1,1,0,0,0,1,1
'1132702734573068288,0,1,1,0,0,0,0,0
'1133442212845576193,0,0,1,0,0,0,1,1
'1133424898343411714,0,1,1,0,0,0,0,0
'1133374464501211137,0,0,1,0,0,0,0,0
'1133852154895175682,1,1,1,0,0,0,0,0
'1132834584763219973,0,0,0,0,0,0,0,0
'1135068506435833856,0,0,1,0,0,0,0,0
'1132714230376017921,0,0,1,0,0,0,0,0
'1132826335255179265,0,0,1,0,0,0,0,0
'1135196994505510912,0,0,1,0,0,0,0,0
'1132836135414247425,0,0,0,0,0,0,0,0
'1135037594692194304,0,0,1,0,0,0,0,0
'1132692862930423808,0,0,1,0,0,0,0,0
'1133823566284304384,1,1,1,0,0,0,0,0
'1135141839504400384,0,1,1,0,0,0,0,0
'1132955604585197568,0,0,0,0,0,0,0,0
'1132753597148606469,0,0,0,0,0,0,0,0
'1132714541949870081,0,0,1,0,0,0,0,0
'1132686874315776001,0,0,1,0,0,0,0,0
'1135034462323007488,0,0,1,0,0,0,0,0
'1134511706221289473,0,0,1,0,0,0,0,0
'1135200869178363904,0,1,1,0,0,0,1,1
'1132734804364017664,0,0,0,0,0,0,0,0
'1132728060690743296,0,0,1,0,0,0,0,0
'1133291821008769024,0,0,1,0,0,0,0,0
'1135111544600223750,1,1,1,0,0,0,0,0
'1133470842774577153,0,0,1,0,0,0,1,1
'1133461355988738048,0,0,0,0,0,0,0,0
'1135119029423620098,0,1,1,0,0,0,1,1
'1133433142264705025,0,0,1,0,0,0,1,1
'1134902552070430720,0,0,0,0,0,0,0,0
'1132835672400781312,0,0,1,0,0,0,0,0
'1132714615073267712,1,1,1,0,0,0,0,0
'1133460727065382912,0,0,1,0,0,0,0,0
'1133097916594364417,0,0,1,0,0,0,0,0
'1132725341586427904,0,0,0,0,0,0,0,0
'1132714642931716097,0,1,0,0,0,0,0,0
'1132852874164285440,0,1,1,0,0,0,0,0
'1135201277812625411,0,0,0,0,0,0,0,0
'1132732173432369152,0,0,1,0,0,0,0,0
'1133437034234695680,0,0,1,0,0,0,0,0
'1132761603110260736,0,0,1,0,0,0,0,0
'1135126233774268417,0,1,1,0,0,0,1,1
'1132840153834283008,0,0,1,0,0,0,0,0
'1132712862789513216,0,0,1,0,0,0,0,0
'1132757424035827713,0,1,1,0,0,0,0,0
'1135128883668430848,0,0,1,0,0,0,1,1
'1133414476362002440,0,0,1,0,0,0,1,1
'1133118919491956742,0,1,1,0,0,0,1,1
'1132685603177414657,0,0,1,0,0,0,0,0
'1133134588736352257,0,0,1,0,0,0,0,0
'1132914539626946560,0,0,0,0,0,0,0,0
'1133423834588229634,0,0,1,0,0,0,1,1
'1132693129432305664,0,0,1,0,0,0,0,0
'1132732596847292416,0,0,1,0,0,0,0,0
'1132830362181296128,0,0,1,0,0,0,1,1
'1135198179710947329,0,1,1,0,0,0,1,1
'1133322117305511938,0,0,1,0,0,0,0,0
'1133418825632759808,0,1,1,0,0,0,0,0
'1132692288587669509,0,0,1,0,0,0,0,0
'1132687100988366848,0,0,1,0,0,0,0,0
'1132717118913433600,0,0,1,0,0,0,0,0
'1133455679786815488,0,0,0,0,0,0,0,0
'1133430689309896704,0,1,1,0,0,0,1,1
'1132767219488657408,0,0,1,0,0,0,1,1
'1134019653980893184,0,0,0,0,0,0,0,0
'1133416648747171841,0,0,1,0,0,0,0,0
'1133353792957628416,0,1,1,0,0,0,0,0
'1132857649597374464,0,0,0,0,0,0,0,0
'1132764726994362368,0,0,1,0,0,0,1,1
'1133456561286852609,0,1,1,0,0,0,0,0
'1132902407434842112,0,1,1,0,0,0,1,1
'1133398935056343042,0,0,1,0,0,0,1,1
'1132686182607970304,0,0,1,0,0,0,1,1
'1132994916844527616,1,1,1,0,0,0,0,0
'1132769721135325190,1,1,1,0,0,0,0,0
'1132972648873357314,0,0,1,0,0,0,0,0
'1132684821568806912,0,0,0,0,0,0,0,0
'1133903749997613056,0,1,1,0,0,0,0,0
'1133314276347842561,0,0,0,0,0,0,0,0
'1133156028906913793,0,0,1,0,0,0,1,1
'1132702254400561152,0,1,1,0,0,0,0,0
'1132703708372963328,0,1,1,0,0,0,0,0
'1133903954188935169,0,1,1,0,0,0,0,0
'1132716981856210944,0,0,0,0,0,0,0,0
'1132724981513818112,0,0,1,0,0,0,0,0
'1132768863479844866,0,0,1,0,0,0,0,0
'1134048847104217088,0,0,0,0,0,0,0,0
'1135194829498048518,0,0,1,0,0,0,1,1
'1132934398003646464,0,0,1,0,0,0,0,0
'1135110943573254144,0,0,1,0,0,0,1,1
'1132742254861410306,0,1,1,0,0,0,0,0
'1133119519663067137,0,0,1,0,0,0,0,0
'1133134016289366017,0,0,1,0,0,0,0,0
'1135124203492073472,0,0,1,0,0,0,1,1
'1133385557013409793,0,0,1,0,0,0,1,1
'1133122497027747847,0,0,0,0,0,0,0,0
'1133025484839763968,0,0,1,0,0,0,0,0
'1132692337014919168,0,0,0,0,0,0,0,0
'1132994332515024896,0,0,1,0,0,0,0,0
'1132724389923950593,0,0,1,0,0,0,0,0
'1132766967482290176,0,0,1,0,0,0,0,0
'1135133421980794881,0,1,1,0,0,0,0,0
'1132703696738029568,0,0,1,0,0,0,0,0
'1133325080426176512,0,0,0,0,0,0,0,0
'1132726574556549120,0,0,0,0,0,0,0,0
'1133338776950984709,0,0,1,0,0,0,1,1
'1135072713998045185,0,0,1,0,0,0,0,0
'1132763577205415936,0,0,1,0,0,0,0,0
'1132766771222589443,0,0,0,0,0,0,0,0
'1132723375888060418,1,1,1,0,0,0,0,0
'1133354353815891968,0,1,1,0,0,0,0,0
'1132685816436862976,0,0,1,0,0,0,0,0
'1132686991349305346,0,0,1,0,0,0,0,0
'1132734217094291457,0,0,0,0,0,0,0,0
'1133473638529871872,0,0,1,0,0,0,0,0
'1135105647987503106,0,0,1,0,0,0,1,1
'1132726402883751939,0,0,0,0,0,0,0,0
'1132989862255112194,0,0,1,0,0,0,0,0
'1132692600891367427,0,1,1,0,0,0,1,1
'1134401956234092544,0,0,0,0,0,0,0,0
'1133394908042190848,0,0,1,0,0,0,1,0
'1133416386938540032,0,0,1,0,0,0,1,1
'1133479292720033799,0,0,1,0,0,0,0,0
'1132685411367571456,0,0,1,0,0,0,0,0
'1132703972181962753,0,1,1,0,0,0,0,0
'1133433955745697792,0,0,1,0,0,0,1,0
'1132847624695013377,0,0,1,0,0,0,0,0
'1133409546184085510,0,0,1,0,0,0,1,1
'1133145805609676801,0,0,1,0,0,0,1,1
'1132857962915983360,0,0,0,0,0,0,0,0
'1133900604479119361,0,1,1,0,0,0,0,0
'1133610626998243329,0,1,1,0,0,0,0,0
'1132686336044015619,0,0,1,0,0,0,0,0
'1132988704937717761,0,0,1,0,0,0,0,0
'1135108309890064384,0,1,1,0,0,0,0,0
